Wall time,Step,Value
1767767772.9396772,1,0.6248999834060669
1767769445.686081,2,0.7200999855995178
1767771121.9005613,3,0.7595000267028809
1767772634.5722597,4,0.8016999959945679
1767774099.5861943,5,0.8320000171661377
1767775577.75394,6,0.847100019454956
1767777052.670475,7,0.8607000112533569
1767778523.2791872,8,0.8758000135421753
1767779993.6169078,9,0.886900007724762
1767781463.6695933,10,0.8917999863624573
