Wall time,Step,Value
1767748626.1426568,1,0.6895999908447266
1767750071.1248739,2,0.7366999983787537
1767751643.6707711,3,0.7541999816894531
1767753218.247226,4,0.7976999878883362
1767754801.2070408,5,0.8147000074386597
1767756329.1356723,6,0.8284000158309937
1767757805.170061,7,0.8596000075340271
1767759277.972565,8,0.8791999816894531
1767760787.1099842,9,0.883899986743927
1767762533.0737321,10,0.8907999992370605
